Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score,Cost per Mile,Cost per Ton-Mile,Delivery Efficiency,Route Length,Severe Weather,Weather Severity Index,Fuel Cost per Mile,Performance Score,Driver Consistency Score,Traffic Conditions_Heavy,Traffic Conditions_Light,Traffic Conditions_Moderate,Traffic Conditions_Severe,On-Time Delivery,Driver Experience Level,Experience on Long Routes
PHX/SEA,VH1740,1975207,2.81,2023-08-17,4.5,1937.26,2754.09,Snow,2.88,4,4.5,132.79,1474.26,Fragile,14.29,Suburban,Semi,Junior,Evening,3,178.21,Gasoline,42.58,16.29,0.11,7.37,1182.12,0.24,0.61,2848.27,,,0.6102020379298596,0.10288712112402022,689.4163701067615,Long,0,3,0.6102020379298596,0.4516655116197333,4.5,True,False,False,False,0,1,1
PHX/PHX,SM6425,8374929,7.49,2023-12-12,3.5,2892.44,1885.79,Clear,1.43,5,4.19,164.4,700.02,Oversized,8.77,Urban,Box Truck,Senior,Morning,3,196.34,Diesel,41.39,27.79,0.52,7.52,1346.24,0.9,0.47,2280.75,,,0.46543402801786726,0.08991118702446217,386.17356475300403,Long,0,0,0.46543402801786726,0.6574101040253687,4.19,False,False,True,False,0,3,3
IAH/DEN,NX7089,1745197,9.66,2023-10-18,4.5,2360.7,2850.45,Light Rain,1.81,3,0.4,135.37,1660.3,Oversized,17.8,Suburban,Box Truck,Intermediate,Evening,5,134.03,Diesel,18.05,22.09,0.37,7.49,1417.63,0.82,0.6,3254.27,,,0.6005125598339477,0.07744489232150244,244.3788819875776,Long,0,1,0.6005125598339477,1.3388568116450539,0.4,False,False,True,False,1,2,2
DTW/DFW,MI9853,9032305,1.73,2023-05-09,4.5,756.15,137.03,Light Rain,2.28,3,4.65,140.46,1636.66,Oversized,15.87,Interstate,Semi,Senior,Morning,2,36.58,Gasoline,13.08,11.35,1.41,7.76,438.64,3.17,0.58,2243.35,,,0.5800965416914633,0.18694426767509156,437.08092485549133,Long,0,1,0.5800965416914633,0.33603861366536286,4.65,False,False,False,True,0,3,3
CLT/DTW,GB1437,9459778,8.54,2023-06-07,4.5,1168.45,1413.35,Fog,3.66,1,2.11,102.99,560.18,Oversized,13.21,Urban,Semi,Senior,Afternoon,5,155.65,Gasoline,15.85,1.94,0.94,6.63,792.97,2.12,0.68,1476.06,,,0.6786512045872737,0.09562931851104593,136.82084309133492,Long,0,2,0.6786512045872737,0.1915486716248393,2.11,False,True,False,False,0,3,3
BOS/DEN,TG6560,3770397,8.68,2023-02-14,4.5,325.21,1167.29,Heavy Rain,4.47,2,3.21,68.2,1813.49,Perishable,7.42,Suburban,Flatbed,Intermediate,Overnight,4,183.91,Diesel,38.4,22.35,1.27,7.3,200.4,2.86,0.62,2145.7,,,0.6162172134928201,0.8892035840660618,37.46658986175115,Long,0,2,0.6162172134928201,0.29393288133353573,3.21,False,False,False,True,0,2,2
MSP/ORD,VL4507,2620142,4.63,2023-03-03,3.5,1919.53,732.42,Clear,2.59,3,0.61,101.8,1585.67,Fragile,13.42,Urban,Semi,Senior,Morning,4,127.62,Diesel,18.12,23.89,1.6,6.15,1093.12,2.8,0.57,2825.4,,,0.5694727355133808,0.10968128274507834,414.585313174946,Long,0,0,0.5694727355133808,1.1872484275157353,0.61,False,True,False,False,1,3,3
JFK/DEN,AT5481,1087183,5.08,2023-06-04,4.5,957.68,2375.96,Heavy Rain,4.24,1,4.04,146.47,1673.79,Oversized,8.15,Suburban,Flatbed,Intermediate,Afternoon,5,90.71,Gasoline,27.98,15.95,1.46,7.99,539.42,3.29,0.56,2406.91,,,0.5632570378414502,0.30837689036849275,188.51968503937007,Long,0,2,0.5632570378414502,0.12692263243328636,4.04,False,True,False,False,0,2,2
JFK/MSP,QM7040,6170699,1.15,2023-09-10,4.0,525.99,2063.38,Fog,3.43,3,1.82,65.37,738.65,Fragile,10.66,Interstate,Flatbed,Intermediate,Overnight,1,106.03,Gasoline,12.01,0.52,1.59,6.67,315.53,3.17,0.6,1135.25,,,0.5998783246829787,0.2024681983588742,457.3826086956522,Long,0,2,0.5998783246829787,0.6649441840802762,1.82,False,False,True,False,0,2,2
BOS/JFK,JW7620,4105276,4.96,2023-03-07,3.5,2541.22,1717.97,Snow,4.74,4,3.41,168.0,811.85,Standard,11.83,Suburban,Flatbed,Junior,Evening,3,199.52,Diesel,0.93,23.83,0.61,7.56,1176.74,1.07,0.46,2182.42,,,0.4630610494172091,0.07259577126987875,512.3427419354838,Long,0,3,0.4630610494172091,0.619953267718632,3.41,False,True,False,False,0,1,1
LAX/SEA,BP1035,9092483,5.16,2023-07-30,4.0,1694.68,2991.33,Light Rain,3.07,2,0.48,145.13,785.12,Oversized,9.19,Urban,Semi,Intermediate,Evening,1,36.53,Diesel,14.82,20.61,1.85,7.74,875.93,3.7,0.52,1845.31,,,0.5168704416172964,0.11848574941287814,328.4263565891473,Long,0,1,0.5168704416172964,0.8908811947779351,0.48,True,False,False,False,1,2,2
MSP/BNA,WZ9807,1392988,7.8,2023-02-11,4.0,2508.52,2857.73,Fog,4.94,4,1.36,196.18,1802.27,Perishable,7.65,Urban,Semi,Senior,Morning,5,159.14,Gasoline,5.67,2.69,1.54,6.05,1657.86,3.08,0.66,3667.77,,,0.6608916811506386,0.19112746114184037,321.6051282051282,Long,0,2,0.6608916811506386,1.020485124630812,1.36,False,True,False,False,0,3,3
DCA/LAX,GA8627,4312483,4.34,2023-05-06,4.5,1863.43,159.45,Light Rain,2.36,1,3.94,188.95,553.0,Fragile,15.3,Interstate,Box Truck,Intermediate,Morning,2,198.53,Gasoline,1.13,4.83,1.14,6.43,1303.88,2.57,0.7,2054.36,,,0.6997204080646979,0.07205631304896701,429.36175115207374,Long,0,1,0.6997204080646979,0.11909555762059522,3.94,False,True,False,False,0,2,2
BOI/DFW,PM9371,8068274,5.76,2023-10-15,4.0,1737.23,1119.95,Fog,4.41,2,4.81,132.18,595.18,Oversized,3.25,Suburban,Semi,Senior,Overnight,5,37.05,Diesel,20.77,19.57,1.57,7.05,986.34,3.14,0.57,1757.17,,,0.5677659262158724,0.31122401311725695,301.60243055555554,Long,0,2,0.5677659262158724,0.2195698180561421,4.81,True,False,False,False,0,3,3
ATL/ORD,LS4927,8184450,8.69,2023-07-21,4.5,2853.01,655.49,Clear,3.0,5,3.68,162.23,1066.26,Perishable,15.17,Suburban,Box Truck,Senior,Afternoon,1,95.73,Gasoline,42.93,22.71,1.74,7.68,1672.56,3.92,0.59,2970.61,,,0.5862440019488189,0.06863675835111309,328.3095512082854,Long,0,0,0.5862440019488189,0.6735256789393619,3.68,False,True,False,False,0,3,3
MSP/LAS,OG9718,8571061,8.52,2023-03-26,4.0,1755.54,1082.19,Fog,2.19,1,2.89,181.35,790.7,Standard,16.7,Urban,Semi,Senior,Evening,2,138.47,Diesel,23.98,1.59,1.38,7.49,937.47,2.76,0.53,1937.86,,,0.5340066304384976,0.06609904699299579,206.0492957746479,Long,0,2,0.5340066304384976,0.1675803765377965,2.89,True,False,False,False,0,3,3
IAH/DCA,WC1447,2575554,4.17,2023-12-08,3.5,2838.47,2142.8,Heavy Rain,2.82,2,3.55,182.26,1274.6,Perishable,6.87,Interstate,Box Truck,Intermediate,Morning,5,30.37,Diesel,10.66,29.47,1.67,7.24,1372.63,2.91,0.48,2872.53,,,0.4835809432546408,0.1473070483586528,680.6882494004795,Long,0,2,0.4835809432546408,0.296283422592463,3.55,False,False,False,True,0,2,2
DTW/DEN,TZ8731,1564017,1.02,2023-01-15,3.5,1024.56,1147.81,Snow,3.15,2,0.23,142.48,1825.43,Fragile,17.26,Suburban,Box Truck,Intermediate,Afternoon,5,87.29,Gasoline,27.07,16.53,1.18,7.13,502.96,2.06,0.49,2516.52,,,0.49090341219645506,0.14230566804201894,1004.470588235294,Long,0,3,0.49090341219645506,1.090624816377,0.23,False,False,True,False,1,2,2
CLE/CLE,LG3679,8691350,3.89,2023-10-12,4.0,311.48,845.44,Fog,3.33,5,0.93,57.0,1936.18,Fragile,15.47,Urban,Box Truck,Junior,Afternoon,5,135.35,Diesel,10.93,24.75,1.95,7.25,171.87,3.9,0.55,2204.63,,,0.5517850263259279,0.4575254250429316,80.0719794344473,Long,0,2,0.5517850263259279,1.669479683834379,0.93,False,False,False,True,1,1,1
IAH/CLE,OB3181,7317608,3.48,2023-04-11,3.5,1591.77,2896.72,Fog,1.64,2,0.2,112.45,1819.02,Oversized,12.26,Suburban,Box Truck,Intermediate,Evening,2,160.79,Gasoline,4.58,8.3,1.02,6.28,887.25,1.78,0.56,2833.38,,,0.5573983678546524,0.1451891084832862,457.4051724137931,Long,0,2,0.5573983678546524,1.0701607893441765,0.2,False,True,False,False,1,2,2
BOI/SFO,QX5958,9230022,2.89,2023-06-18,3.5,117.68,1567.99,Light Rain,3.74,5,1.05,114.35,1359.48,Standard,8.69,Interstate,Box Truck,Senior,Afternoon,4,152.55,Diesel,10.89,19.21,1.23,6.71,61.42,2.16,0.52,1567.51,,,0.5219238613188307,1.532808443095082,40.719723183391004,Medium,0,1,0.5219238613188307,1.6025929103512144,1.05,False,True,False,False,0,3,0
MIA/PHX,XA9525,5207559,9.74,2023-12-25,4.0,1281.13,252.75,Light Rain,2.92,1,4.89,137.87,1258.76,Fragile,14.06,Suburban,Box Truck,Junior,Overnight,1,44.99,Gasoline,2.41,22.91,0.42,6.04,848.98,0.84,0.66,2271.77,,,0.662680602280799,0.1261205448750408,131.5328542094456,Long,0,1,0.662680602280799,0.10211178664988241,4.89,False,False,False,True,0,1,1
MIA/SEA,SA6676,3611923,9.71,2023-09-27,4.0,1754.83,2320.74,Clear,1.8,1,4.17,61.67,1428.12,Fragile,6.36,Interstate,Box Truck,Senior,Morning,5,118.59,Diesel,8.71,14.93,0.7,6.34,1106.95,1.41,0.63,2621.79,,,0.6308018440532702,0.23491228898267733,180.7239958805355,Long,0,0,0.6308018440532702,0.11860643792146622,4.17,True,False,False,False,0,3,3
SFO/BNA,TS9398,3276611,9.14,2023-09-26,4.5,1326.07,463.1,Light Rain,4.98,1,0.02,166.39,882.17,Oversized,2.92,Interstate,Flatbed,Junior,Evening,5,142.0,Diesel,9.5,15.12,0.95,7.1,840.16,2.13,0.63,1915.46,,,0.6335713800930569,0.4946793548265134,145.08424507658643,Long,0,1,0.6335713800930569,0.6001526280454893,0.02,False,False,True,False,1,1,1
DEN/MSP,FJ7401,4864530,4.59,2023-07-03,3.5,621.89,238.14,Fog,1.52,4,3.31,144.37,1969.79,Fragile,8.11,Urban,Flatbed,Junior,Afternoon,5,110.47,Gasoline,34.52,19.58,1.5,7.21,301.98,2.63,0.49,2472.87,,,0.48558426731415527,0.49030560532836553,135.4880174291939,Long,0,2,0.48558426731415527,0.6247200285834852,3.31,False,True,False,False,0,1,1
BNA/ORD,VT7098,5683756,4.74,2023-02-25,4.0,2020.97,2450.96,Fog,1.58,1,2.5,81.36,1656.71,Perishable,5.27,Urban,Semi,Intermediate,Morning,1,196.6,Diesel,29.55,24.3,0.8,6.43,1257.71,1.61,0.62,3051.25,,,0.6223298712994255,0.28648857713590276,426.36497890295357,Long,0,2,0.6223298712994255,0.1761135578952505,2.5,False,False,False,True,0,2,2
CLE/LAS,BE7476,5673420,6.72,2023-04-08,4.5,2945.58,898.14,Snow,4.79,5,0.9,161.95,1135.06,Oversized,9.54,Suburban,Flatbed,Intermediate,Afternoon,2,70.38,Diesel,18.33,14.39,1.81,6.14,2158.78,4.07,0.73,3492.58,,,0.7328879202058679,0.12428741792609908,438.33035714285717,Long,0,3,0.7328879202058679,1.5186088590517661,0.9,False,False,True,False,1,2,2
SLC/BOS,KK7411,5712647,3.54,2023-05-23,4.0,1035.43,2354.92,Clear,1.38,3,0.47,79.17,1630.28,Fragile,19.78,Urban,Semi,Intermediate,Evening,4,76.76,Gasoline,7.62,26.36,1.09,7.3,567.27,2.18,0.55,2312.87,,,0.5478593434611707,0.11292866441668352,292.49435028248587,Long,0,0,0.5478593434611707,1.3184766013474711,0.47,False,False,False,True,1,2,2
LAS/STL,SR1530,6217691,9.99,2023-11-13,4.0,1877.45,1449.86,Light Rain,4.15,1,2.53,87.1,1178.61,Standard,5.37,Interstate,Flatbed,Intermediate,Morning,5,26.0,Diesel,8.1,16.33,0.25,7.83,959.55,0.51,0.51,2250.21,,,0.511092172894085,0.2231929050323964,187.93293293293294,Long,0,1,0.511092172894085,0.18747110471600992,2.53,True,False,False,False,0,2,2
SAN/CLE,GH4459,6631433,3.83,2023-11-28,3.5,1572.43,203.03,Light Rain,1.56,3,1.59,108.76,1146.09,Fragile,1.36,Interstate,Box Truck,Intermediate,Morning,2,38.0,Diesel,41.14,10.59,0.28,6.72,819.05,0.49,0.52,2126.12,,,0.5208816926667641,0.9942086639225686,410.556135770235,Long,0,1,0.5208816926667641,0.7615984621855463,1.59,True,False,False,False,0,2,2
JFK/BNA,AE4541,3797296,2.2,2023-03-20,4.5,1083.09,2917.93,Fog,1.43,1,4.1,74.75,1570.8,Oversized,19.19,Suburban,Flatbed,Intermediate,Afternoon,1,193.54,Diesel,36.82,19.55,1.49,7.39,659.52,3.35,0.61,2364.79,,,0.6089244661108495,0.11377662825433481,492.3136363636363,Long,0,2,0.6089244661108495,0.12186925831671697,4.1,False,False,True,False,0,2,2
SAN/SEA,CI6163,3306251,9.86,2023-03-09,3.5,1260.16,158.05,Fog,3.2,3,1.75,128.45,1397.58,Perishable,0.99,Urban,Flatbed,Junior,Evening,4,173.0,Diesel,12.16,10.78,0.03,7.81,565.02,0.05,0.45,2114.03,,,0.44837163534789226,1.6945338991745797,127.80527383367142,Long,0,2,0.44837163534789226,0.7531969449588534,1.75,False,True,False,False,0,1,1
SAN/BOI,TO7935,4701974,9.19,2023-02-13,3.5,2012.15,1647.06,Snow,4.04,2,0.13,178.88,1426.07,Fragile,16.38,Interstate,Flatbed,Senior,Morning,2,107.28,Gasoline,24.6,14.85,0.64,7.16,983.91,1.12,0.49,2629.43,,,0.48898441965062245,0.07977877495557588,218.94994559303592,Long,0,3,0.48898441965062245,1.1886702648239083,0.13,False,True,False,False,1,3,3
ATL/BNA,QC4386,6510518,8.41,2023-03-10,3.5,1709.62,808.8,Fog,1.79,3,2.52,148.97,1691.76,Fragile,16.6,Urban,Semi,Senior,Evening,2,191.47,Gasoline,8.04,1.75,0.12,7.81,766.46,0.21,0.45,2617.19,,,0.4483218492998445,0.09222052163215866,203.28418549346014,Long,0,2,0.4483218492998445,0.5884553406998159,2.52,True,False,False,False,0,3,3
STL/DTW,KD2238,9058036,6.28,2023-10-24,3.5,856.57,1412.42,Fog,3.04,1,1.3,142.61,1552.79,Oversized,19.27,Suburban,Semi,Intermediate,Evening,1,91.54,Diesel,13.03,2.12,0.03,6.8,440.73,0.05,0.51,2151.32,,,0.5145288767993276,0.1303348151104271,136.39649681528664,Long,0,2,0.5145288767993276,0.2870744925078508,1.3,True,False,False,False,0,2,2
MCO/DEN,JC3361,9469363,3.99,2023-04-01,4.0,2910.56,585.08,Clear,2.03,4,3.21,68.1,1097.96,Perishable,19.09,Suburban,Flatbed,Intermediate,Overnight,4,93.26,Diesel,25.41,16.53,1.08,7.98,1459.27,2.17,0.5,2669.43,,,0.5013708702105437,0.048043656366316564,729.4636591478696,Long,0,0,0.5013708702105437,0.6328341542368985,3.21,False,False,False,True,0,2,2
CLE/SLC,YZ2098,7835327,1.85,2023-03-17,4.5,1699.75,2358.13,Heavy Rain,4.48,3,4.89,167.81,514.83,Fragile,14.69,Urban,Semi,Junior,Afternoon,1,104.81,Diesel,10.99,29.92,0.37,7.04,1086.5,0.82,0.64,1810.87,,,0.6392116487718782,0.0725237794249765,918.7837837837837,Long,0,2,0.6392116487718782,0.31072123063704943,4.89,False,True,False,False,0,1,1
DEN/PHX,CR5096,7874433,1.13,2023-07-25,3.5,911.48,884.9,Heavy Rain,2.04,1,2.02,190.01,616.49,Oversized,15.8,Interstate,Semi,Intermediate,Afternoon,1,137.98,Gasoline,22.07,6.84,0.99,7.36,433.35,1.73,0.48,1270.49,,,0.4754355553605126,0.08821999330064387,806.6194690265488,Long,0,2,0.4754355553605126,0.22442581555767188,2.02,False,True,False,False,0,2,2
IAH/IAH,GR6500,8580841,3.65,2023-02-03,4.0,2471.48,2709.46,Fog,3.27,4,3.81,160.03,1764.0,Standard,8.48,Interstate,Semi,Senior,Evening,1,99.51,Diesel,26.52,0.65,1.99,6.35,1556.42,3.99,0.63,3511.6,,,0.6297522132487416,0.16755295352780747,677.1178082191781,Long,0,2,0.6297522132487416,0.5102621274820187,3.81,False,True,False,False,0,3,3
DEN/JFK,KK3635,7666221,7.07,2023-07-13,4.5,571.75,559.41,Heavy Rain,4.66,1,3.12,187.18,1325.29,Oversized,16.47,Suburban,Semi,Junior,Evening,4,30.82,Diesel,24.59,4.92,1.94,7.7,334.22,4.37,0.58,1880.57,,,0.5845561871447311,0.19970536457881177,80.86987270155586,Long,0,2,0.5845561871447311,0.15317755758431317,3.12,False,False,False,True,0,1,1
STL/ATL,AV5659,5737747,7.95,2023-06-02,4.0,1191.08,663.86,Clear,1.26,4,0.35,131.15,1056.46,Standard,18.34,Urban,Flatbed,Senior,Evening,2,161.26,Diesel,21.61,10.13,1.9,6.31,755.34,3.8,0.63,1978.49,,,0.6341639520435236,0.0905719245153057,149.82138364779874,Long,0,0,0.6341639520435236,1.8131369005281108,0.35,False,False,False,True,1,3,3
LAX/DEN,AO5397,5282245,4.05,2023-09-18,3.5,163.1,2905.96,Light Rain,4.87,5,1.72,179.55,1373.34,Standard,18.66,Interstate,Flatbed,Junior,Afternoon,2,74.61,Diesel,1.31,25.78,0.94,6.62,86.29,1.64,0.53,1667.91,,,0.5290619251992643,0.5480333805824057,40.27160493827161,Medium,0,1,0.5290619251992643,1.2021980691711307,1.72,False,False,False,True,0,1,0
STL/SFO,EO8963,5863836,4.4,2023-07-03,3.5,160.09,2189.59,Fog,2.8,5,0.49,122.41,837.8,Fragile,13.05,Suburban,Box Truck,Junior,Overnight,2,57.41,Diesel,6.63,15.84,1.46,7.86,71.24,2.55,0.45,1056.48,,,0.4449996876756824,0.5056925594295737,36.38409090909091,Medium,0,2,0.4449996876756824,2.322287490168466,0.49,False,False,True,False,1,1,0
CMH/SEA,AO8065,7252488,6.85,2023-07-13,4.5,1923.96,598.13,Heavy Rain,1.72,4,4.48,65.25,1194.54,Perishable,3.21,Suburban,Box Truck,Junior,Morning,4,63.0,Gasoline,15.47,15.87,1.89,6.33,1367.16,4.26,0.71,2662.56,,,0.7105968939063182,0.43112016046343665,280.8700729927007,Long,0,2,0.7105968939063182,0.42670895165278194,4.48,True,False,False,False,0,1,1
DCA/LAX,EL3610,2147484,2.8,2023-10-01,4.5,1094.13,153.24,Snow,1.43,3,1.44,102.57,889.15,Oversized,12.18,Urban,Box Truck,Senior,Afternoon,5,59.64,Diesel,39.18,16.72,1.92,6.01,819.78,4.32,0.75,1871.72,,,0.7492528310164239,0.14045094529447236,390.76071428571436,Long,0,3,0.7492528310164239,0.7028762080132758,1.44,False,False,False,True,0,3,3
PHX/BOS,KT5158,2903351,5.17,2023-05-09,4.0,1267.45,1806.71,Light Rain,1.14,1,0.58,61.16,1088.98,Perishable,13.23,Urban,Flatbed,Senior,Overnight,5,48.89,Gasoline,13.13,5.5,1.88,7.59,667.93,3.76,0.53,1840.45,,,0.5269872578799952,0.10975728191961011,245.15473887814315,Long,0,1,0.5269872578799952,0.41448374185110803,0.58,False,True,False,False,1,3,3
CLT/MIA,WB9912,9241421,6.61,2023-03-27,3.5,1570.71,109.69,Light Rain,2.85,4,0.94,184.6,770.63,Oversized,11.23,Suburban,Box Truck,Senior,Overnight,4,26.93,Diesel,21.55,29.75,0.69,6.2,886.02,1.21,0.56,1893.76,,,0.5640888515384762,0.10736164920863502,237.62632375189108,Long,0,1,0.5640888515384762,1.318247149498573,0.94,False,False,False,True,1,3,3
STL/BOS,ZH8559,4666161,2.64,2023-06-09,3.5,2944.27,1791.7,Snow,1.21,3,2.07,176.8,1039.55,Perishable,15.71,Suburban,Flatbed,Intermediate,Morning,4,53.06,Gasoline,24.61,25.83,0.59,7.17,1436.42,1.03,0.49,2704.25,,,0.48786965869298676,0.05846460495524263,1115.2537878787878,Long,0,3,0.48786965869298676,0.6567770848468141,2.07,False,False,False,True,0,2,2
LAX/ORD,EK2344,7002218,2.88,2023-10-29,3.5,819.39,775.41,Heavy Rain,1.24,1,4.32,191.27,1394.17,Fragile,3.77,Suburban,Box Truck,Junior,Overnight,3,96.6,Diesel,13.71,26.8,0.51,6.14,466.98,0.88,0.57,2093.81,,,0.5699117636290412,0.6778057675887054,284.5104166666667,Long,0,2,0.5699117636290412,0.11973279592320196,4.32,True,False,False,False,0,1,1
SAN/ATL,AE3999,7241995,9.48,2023-07-03,3.5,2878.08,1011.74,Clear,1.15,2,3.71,182.29,1577.72,Oversized,5.85,Interstate,Semi,Intermediate,Morning,3,69.43,Gasoline,1.92,28.72,1.14,7.28,1383.64,1.99,0.48,3176.28,,,0.48075105625972875,0.1886514086313953,303.59493670886076,Long,0,0,0.48075105625972875,0.28676558987486944,3.71,False,True,False,False,0,2,2
DEN/STL,OD5545,7158120,2.29,2023-01-14,4.0,2055.01,762.03,Heavy Rain,1.22,5,3.07,149.1,1541.15,Perishable,6.74,Interstate,Flatbed,Senior,Evening,2,109.58,Gasoline,43.44,22.42,1.26,7.19,1143.0,2.52,0.56,2901.63,,,0.5562016729845596,0.20949236357835305,897.3842794759826,Long,0,2,0.5562016729845596,0.7894228941067444,3.07,True,False,False,False,0,3,3
CLE/DTW,FZ7333,9445906,5.54,2023-10-01,4.0,1588.51,2044.81,Heavy Rain,4.16,2,2.39,184.99,1501.85,Fragile,2.98,Urban,Semi,Junior,Overnight,3,73.35,Diesel,44.85,9.56,0.55,7.45,852.46,1.09,0.54,2594.81,,,0.536641255012559,0.5481499082399576,286.7346570397112,Long,0,2,0.536641255012559,0.38393509190933733,2.39,False,True,False,False,0,1,1
DFW/SLC,JS2480,1443180,7.51,2023-12-26,3.5,807.96,2442.17,Fog,3.22,3,0.6,87.49,1220.57,Fragile,15.12,Suburban,Flatbed,Junior,Morning,4,168.82,Gasoline,35.66,19.17,0.36,6.22,454.33,0.62,0.56,1817.84,,,0.5623174414574978,0.14880379378621866,107.58455392809589,Long,0,2,0.5623174414574978,1.2001402213437484,0.6,False,False,False,True,1,1,1
LAS/JFK,IC5727,9558799,8.15,2023-06-01,4.0,154.26,1858.87,Snow,1.03,1,4.45,92.25,1426.3,Perishable,9.45,Interstate,Box Truck,Senior,Overnight,5,64.8,Diesel,41.82,11.94,1.26,6.56,94.01,2.52,0.61,1668.84,,,0.6094256450149099,1.1447998534735213,18.927607361963187,Medium,0,3,0.6094256450149099,0.1140072789944951,4.45,True,False,False,False,0,3,0
BNA/PHX,OF5042,1120212,6.94,2023-08-19,4.5,2978.56,2578.93,Clear,1.0,1,4.27,162.21,655.92,Oversized,12.7,Urban,Semi,Intermediate,Overnight,2,39.31,Gasoline,29.69,12.08,0.3,7.26,1847.14,0.67,0.62,2707.72,,,0.6201453051138806,0.07158032714217555,429.1873198847262,Long,0,0,0.6201453051138806,0.11712117430712433,4.27,True,False,False,False,0,2,2
MIA/BOI,TC2277,1553942,2.51,2023-08-31,3.5,1714.73,807.52,Fog,4.88,4,4.38,105.07,1750.01,Fragile,3.81,Interstate,Box Truck,Junior,Overnight,3,81.17,Gasoline,39.74,8.47,1.57,6.45,930.52,2.74,0.54,2836.55,,,0.5426626932519989,0.43417990723668337,683.1593625498009,Long,0,2,0.5426626932519989,0.48195527579947084,4.38,False,False,True,False,0,1,1
STL/MIA,PJ3200,9987573,2.95,2023-04-19,4.5,104.12,1842.5,Fog,4.8,4,4.76,144.47,1775.68,Standard,15.56,Suburban,Semi,Junior,Evening,5,174.23,Gasoline,23.81,26.12,0.86,7.4,63.27,1.93,0.61,2035.28,,,0.6076642335766423,1.2562625485523427,35.29491525423729,Medium,0,2,0.6076642335766423,0.43195863286669195,4.76,False,False,False,True,0,1,0
CLE/BOI,LL6379,5603687,3.5,2023-09-09,3.5,2251.96,2534.08,Light Rain,2.16,2,4.14,181.0,1634.74,Fragile,18.4,Suburban,Box Truck,Junior,Afternoon,4,66.77,Diesel,16.85,27.75,1.81,7.92,994.73,3.17,0.44,2858.24,,,0.4417174372546582,0.06897952469616805,643.4171428571428,Long,0,1,0.4417174372546582,0.2698899578454839,4.14,False,True,False,False,0,1,1
CLT/BOI,BT4234,6212648,1.99,2023-10-18,4.0,363.24,706.7,Clear,1.97,3,0.52,93.67,629.92,Oversized,19.84,Suburban,Semi,Intermediate,Morning,4,156.84,Gasoline,11.44,26.68,0.23,7.26,200.06,0.46,0.55,962.24,,,0.5507653342142935,0.13352053738575048,182.53266331658293,Long,0,0,0.5507653342142935,1.2727162304838966,0.52,True,False,False,False,1,2,2
STL/MSP,CX1493,4748553,6.26,2023-11-08,4.0,128.41,480.48,Light Rain,2.0,3,2.52,143.06,562.22,Fragile,6.34,Suburban,Flatbed,Senior,Evening,4,119.99,Diesel,6.23,7.32,1.7,7.88,65.15,3.4,0.51,787.38,,,0.5073592399345845,0.9671554319919168,20.512779552715656,Medium,0,1,0.5073592399345845,0.5654078368934228,2.52,False,False,False,True,0,3,0
DTW/SLC,SD5677,3331230,9.75,2023-01-27,4.0,796.78,1926.91,Heavy Rain,1.2,4,2.81,186.16,1957.42,Oversized,19.19,Interstate,Semi,Senior,Overnight,4,24.97,Gasoline,26.04,28.36,1.77,7.73,412.29,3.54,0.52,2613.81,,,0.5174452169984187,0.17094665852882238,81.72102564102563,Long,0,2,0.5174452169984187,0.6918660091603778,2.81,False,False,False,True,0,3,3
MSP/STL,FZ7958,5940745,5.85,2023-05-20,4.5,1243.4,732.1,Heavy Rain,4.37,3,2.2,91.48,1177.11,Standard,10.02,Interstate,Flatbed,Senior,Overnight,3,137.92,Diesel,21.31,7.61,0.56,6.33,883.58,1.26,0.71,2182.35,,,0.7106160527585652,0.1751643889316429,212.54700854700857,Long,0,2,0.7106160527585652,0.5480481715860046,2.2,False,False,True,False,0,3,3
DTW/DFW,EH2943,4894998,2.24,2023-12-15,4.5,1480.5,2432.62,Snow,2.96,5,2.13,125.24,539.14,Standard,1.14,Urban,Flatbed,Senior,Evening,5,53.48,Diesel,42.35,12.89,1.74,6.12,1089.43,3.91,0.74,1812.96,,,0.7358527524484971,1.074174798698875,660.9374999999999,Long,0,3,0.7358527524484971,0.9202647443474702,2.13,False,True,False,False,0,3,3
LAX/BOI,RD3197,1565938,8.16,2023-09-05,3.5,1126.64,2615.0,Fog,1.91,1,4.66,194.16,1177.67,Fragile,9.72,Urban,Semi,Junior,Afternoon,1,167.77,Diesel,27.13,28.8,0.39,6.9,571.86,0.68,0.51,2000.31,,,0.5075800610665341,0.18266101849441096,138.06862745098042,Long,0,2,0.5075800610665341,0.11719340802682893,4.66,True,False,False,False,0,1,1
