Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Traffic Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score
CLT/LAS,JX2888,1069552,3.79,2023-09-09,4.5,224.02,2813.4,Clear,Moderate,3.44,Neutral,2.12,197.84,1689.03,Fragile,7.14,Urban,Semi,Junior,Evening,3,38.84,Gasoline,30.16,10.78,1.82,8.0,126.09,4.1,0.56,2058.01,0,0
ATL/LAX,HD6989,7391787,3.93,2023-01-10,3.5,625.22,2553.66,Clear,Moderate,3.72,Dissatisfied,1.55,59.33,945.58,Perishable,14.06,Suburban,Flatbed,Junior,Overnight,1,86.78,Gasoline,31.94,28.77,0.76,7.33,298.48,1.33,0.48,1365.43,1,0
SFO/MIA,ER6021,2503193,4.81,2023-03-16,4.5,2608.81,718.07,Fog,Light,2.62,Satisfied,2.92,106.92,1366.83,Standard,8.19,Urban,Flatbed,Junior,Evening,3,60.17,Gasoline,38.63,5.0,1.24,7.55,1554.77,2.79,0.6,3074.93,3,3
LAX/STL,DE1465,7393015,1.34,2023-05-25,4.0,1982.1,359.3,Heavy Rain,Heavy,4.49,Dissatisfied,0.83,187.22,1922.5,Fragile,18.36,Interstate,Box Truck,Junior,Morning,3,71.54,Gasoline,28.88,9.83,1.7,6.25,1268.0,3.41,0.64,3419.84,0,0
BOS/IAH,UK3167,1228119,1.77,2023-05-13,3.5,2360.27,810.94,Light Rain,Light,3.0,Very Dissatisfied,3.13,137.6,588.05,Perishable,1.76,Suburban,Flatbed,Junior,Afternoon,1,27.7,Gasoline,11.7,23.76,0.67,7.84,1053.27,1.17,0.45,1815.54,1,1
LAX/LAS,XT9638,2724832,6.74,2023-09-12,3.5,1933.12,2580.97,Clear,Light,2.17,Neutral,3.2,188.46,1557.41,Standard,12.47,Suburban,Flatbed,Senior,Morning,3,96.3,Diesel,15.59,0.58,0.64,7.94,851.98,1.12,0.44,2615.14,0,0
JFK/ORD,IX2883,1252205,3.18,2023-04-28,4.5,1054.57,2623.24,Light Rain,Heavy,2.41,Very Dissatisfied,0.07,51.1,1174.05,Fragile,2.78,Suburban,Semi,Intermediate,Morning,3,166.52,Diesel,11.11,5.55,0.22,7.39,642.09,0.5,0.61,1884.39,2,2
CMH/BNA,OE7501,7846954,7.52,2023-06-10,3.5,1822.7,177.0,Light Rain,Light,3.04,Dissatisfied,0.71,81.31,914.91,Standard,4.49,Interstate,Flatbed,Intermediate,Morning,1,155.32,Diesel,31.31,6.09,0.58,6.92,921.99,1.02,0.51,1956.63,3,3
STL/ORD,BI7714,2450852,3.88,2023-09-19,4.0,1538.77,1219.41,Light Rain,Light,4.45,Neutral,4.5,83.84,1461.46,Perishable,12.25,Urban,Flatbed,Junior,Morning,2,76.94,Gasoline,40.01,27.07,0.41,6.01,1024.38,0.83,0.67,2637.59,3,3
MIA/CMH,ON8402,4065023,8.67,2023-05-15,4.5,739.29,123.16,Heavy Rain,Light,4.94,Neutral,4.3,199.52,1337.35,Fragile,12.19,Interstate,Semi,Junior,Afternoon,4,156.34,Diesel,29.73,3.5,1.12,7.76,428.56,2.52,0.58,2001.18,1,1
DFW/MCO,HO1275,9454283,9.45,2023-07-11,4.5,2245.96,1836.57,Light Rain,Heavy,1.59,Satisfied,1.01,178.0,1037.28,Standard,17.68,Interstate,Box Truck,Senior,Evening,2,142.28,Diesel,20.91,14.55,1.16,6.5,1555.8,2.61,0.69,2809.15,1,1
BOS/PHX,PY5868,6694006,9.38,2023-05-26,4.5,2448.02,135.19,Light Rain,Severe,4.47,Satisfied,0.05,58.87,965.1,Standard,2.7,Urban,Flatbed,Senior,Overnight,4,168.5,Gasoline,45.18,0.23,0.27,6.47,1703.31,0.62,0.7,2773.31,1,1
BOS/SEA,WH3842,2541581,9.02,2023-07-17,4.0,2770.13,115.63,Light Rain,Moderate,4.53,Satisfied,3.23,71.78,1518.56,Standard,2.52,Suburban,Flatbed,Intermediate,Overnight,4,64.5,Gasoline,0.65,22.66,1.95,7.26,1526.22,3.9,0.55,3143.77,3,3
SLC/MIA,QR4230,4219995,9.93,2023-02-18,4.5,1013.22,593.08,Snow,Light,3.21,Dissatisfied,3.65,90.02,1408.87,Standard,18.44,Interstate,Semi,Intermediate,Afternoon,5,23.18,Diesel,41.11,9.95,0.99,6.48,703.51,2.22,0.69,2255.67,1,1
ATL/LAX,QJ8366,8437601,4.76,2023-11-11,3.5,997.8,1713.29,Heavy Rain,Severe,1.59,Very Dissatisfied,3.4,170.65,993.78,Perishable,6.04,Interstate,Semi,Junior,Evening,5,48.92,Gasoline,30.6,4.72,0.79,7.15,488.41,1.39,0.49,1689.54,1,1
MSP/MIA,UU6737,6799896,2.94,2023-05-28,3.5,2497.47,2253.3,Heavy Rain,Heavy,1.13,Neutral,1.22,140.99,1638.35,Standard,13.71,Interstate,Semi,Junior,Morning,5,182.02,Gasoline,6.22,6.02,1.74,7.26,1203.75,3.05,0.48,2998.38,0,0
CMH/SFO,VP4624,8812106,4.13,2023-05-12,3.5,1030.89,1699.82,Light Rain,Moderate,1.18,Neutral,3.81,89.45,1111.32,Perishable,8.05,Interstate,Box Truck,Intermediate,Overnight,2,142.47,Diesel,36.52,20.78,1.76,6.15,586.54,3.08,0.57,1847.68,0,0
CMH/JFK,WG5634,3076044,7.71,2023-10-23,4.0,509.99,1250.33,Clear,Light,3.9,Dissatisfied,1.06,121.82,1662.51,Perishable,3.03,Interstate,Semi,Senior,Afternoon,5,162.14,Diesel,33.12,13.39,1.1,6.19,329.72,2.21,0.65,2162.77,0,0
IAH/DEN,OI6295,6879988,8.96,2023-12-06,3.5,449.34,386.05,Fog,Severe,2.06,Very Dissatisfied,4.2,150.4,555.48,Oversized,11.68,Urban,Semi,Intermediate,Morning,5,145.79,Diesel,47.39,18.18,1.72,7.58,207.52,3.02,0.46,981.97,0,0
BOS/LAX,UO1420,9821110,8.16,2023-09-20,4.0,466.97,1981.7,Clear,Severe,3.96,Satisfied,0.95,126.73,988.91,Oversized,4.33,Interstate,Flatbed,Junior,Evening,2,140.21,Diesel,18.18,1.49,1.99,6.45,289.8,3.98,0.62,1429.09,0,0
ATL/DEN,WW9904,7337906,7.12,2023-09-30,3.5,2916.75,372.48,Fog,Light,4.58,Satisfied,2.69,166.44,1663.99,Oversized,17.24,Interstate,Semi,Junior,Morning,2,189.4,Diesel,0.96,27.93,1.56,7.96,1282.3,2.73,0.44,3144.34,0,0
LAX/DCA,MB3481,7933406,5.22,2023-08-07,4.5,2330.26,1442.11,Heavy Rain,Moderate,4.74,Satisfied,0.15,184.52,1199.96,Perishable,15.06,Urban,Flatbed,Senior,Morning,2,107.58,Diesel,20.32,20.79,1.5,7.74,1354.21,3.37,0.58,2783.17,0,0
ATL/BOS,VN3005,9646418,8.13,2023-01-13,4.0,397.2,2129.06,Light Rain,Moderate,4.72,Very Satisfied,3.1,54.71,1876.69,Oversized,19.67,Interstate,Flatbed,Junior,Morning,2,139.18,Gasoline,10.24,14.07,0.16,7.9,201.09,0.32,0.51,2157.11,1,1
ORD/DEN,KU6419,2544776,7.46,2023-05-25,3.5,470.03,1803.64,Heavy Rain,Severe,2.02,Very Dissatisfied,1.9,198.42,1910.15,Perishable,14.96,Suburban,Semi,Intermediate,Overnight,2,174.57,Diesel,20.5,1.55,1.54,7.76,212.07,2.69,0.45,2345.38,3,3
CMH/JFK,SF8961,8828684,2.9,2023-12-05,3.5,2082.19,1615.54,Fog,Heavy,3.25,Neutral,1.93,69.61,872.88,Standard,8.72,Interstate,Flatbed,Junior,Morning,4,45.89,Diesel,8.08,23.65,1.08,7.66,951.11,1.88,0.46,1927.22,2,2
ATL/DEN,PG1252,5040477,4.62,2023-05-21,4.5,1823.12,888.43,Snow,Heavy,2.91,Very Dissatisfied,2.69,188.68,1004.23,Fragile,19.14,Urban,Box Truck,Senior,Evening,5,171.36,Gasoline,46.39,12.0,0.43,6.75,1214.66,0.97,0.67,2466.93,1,1
SAN/CLE,MH5558,1578501,7.39,2023-01-21,3.5,349.87,2178.34,Heavy Rain,Light,1.38,Satisfied,0.31,73.17,1722.02,Standard,11.78,Urban,Box Truck,Junior,Evening,2,92.71,Diesel,43.16,22.92,1.45,6.0,204.01,2.54,0.58,2067.82,1,1
CLE/BNA,UB5235,6455344,7.07,2023-07-26,3.5,946.12,1924.2,Clear,Severe,4.82,Dissatisfied,4.36,62.24,1766.21,Perishable,14.12,Interstate,Box Truck,Senior,Afternoon,5,127.43,Gasoline,33.8,12.91,1.2,6.94,477.16,2.1,0.5,2354.41,3,0
CLT/LAX,XN8305,3557771,1.83,2023-04-10,3.5,440.93,1230.76,Snow,Severe,4.21,Dissatisfied,2.69,193.26,1435.02,Oversized,5.73,Interstate,Flatbed,Senior,Evening,5,120.11,Diesel,31.49,2.72,0.04,7.07,218.21,0.06,0.49,1880.77,1,1
CLT/JFK,BC4423,4324239,4.87,2023-11-23,3.5,2347.91,2138.39,Heavy Rain,Light,2.95,Satisfied,0.84,97.29,1944.56,Oversized,8.39,Urban,Semi,Junior,Evening,1,172.95,Diesel,45.67,22.82,0.95,6.24,1317.45,1.66,0.56,3429.46,2,2
CLE/IAH,KY1215,6139606,4.09,2023-09-19,4.0,1282.9,1134.1,Snow,Severe,4.23,Satisfied,1.96,176.7,1655.2,Standard,6.97,Interstate,Box Truck,Junior,Evening,2,40.64,Diesel,40.75,1.8,1.89,7.59,675.77,3.79,0.53,2554.0,2,2
BOI/LAX,KU9247,6164189,8.32,2023-06-06,4.0,2434.29,584.89,Snow,Moderate,4.45,Very Satisfied,0.74,55.55,1848.64,Standard,4.87,Interstate,Flatbed,Junior,Afternoon,1,110.47,Gasoline,33.81,2.75,1.4,6.21,1567.05,2.79,0.64,3510.58,2,2
MSP/SAN,YO9051,6831127,2.49,2023-02-27,3.5,2194.08,2222.55,Light Rain,Light,1.02,Neutral,2.55,67.68,1710.08,Fragile,9.06,Interstate,Box Truck,Intermediate,Overnight,4,39.54,Gasoline,9.94,2.82,1.27,6.53,1175.33,2.22,0.54,2968.07,2,2
SLC/STL,UM6954,8934637,3.04,2023-04-16,4.0,771.18,1276.29,Heavy Rain,Heavy,2.06,Very Satisfied,4.31,87.89,1500.0,Standard,7.69,Suburban,Semi,Senior,Morning,5,150.89,Gasoline,29.4,16.97,0.17,7.94,388.73,0.33,0.5,2023.33,1,1
PHX/CLT,DM2784,9497792,8.2,2023-12-13,4.5,2236.29,978.63,Clear,Light,4.08,Very Dissatisfied,1.04,128.05,1240.92,Standard,4.44,Suburban,Box Truck,Junior,Afternoon,5,120.3,Gasoline,3.83,7.36,1.67,7.1,1417.43,3.75,0.63,2801.35,3,0
DFW/CLT,ZM7576,4828015,7.41,2023-12-25,4.0,1854.49,1383.86,Heavy Rain,Severe,1.3,Neutral,2.55,131.03,1220.94,Fragile,8.52,Interstate,Box Truck,Junior,Morning,2,60.61,Diesel,17.4,19.48,0.54,7.43,998.45,1.08,0.54,2388.39,2,2
MSP/PHX,NB1516,5101750,4.28,2023-08-30,3.5,1238.43,1853.52,Heavy Rain,Moderate,2.34,Satisfied,2.54,172.31,1431.47,Standard,10.3,Interstate,Box Truck,Intermediate,Evening,5,119.86,Gasoline,30.81,10.55,1.64,6.94,624.68,2.87,0.5,2272.68,2,2
CLE/BOI,CI7679,9192942,8.99,2023-10-27,4.5,2336.98,1784.18,Heavy Rain,Severe,3.54,Dissatisfied,3.86,96.67,1418.28,Oversized,14.93,Urban,Flatbed,Junior,Evening,5,115.15,Gasoline,35.71,17.94,0.81,7.34,1432.56,1.83,0.61,3002.99,2,2
CMH/DEN,AN1100,4017345,7.62,2023-03-26,4.5,137.27,1799.68,Snow,Light,4.61,Neutral,3.35,179.07,1458.29,Fragile,14.81,Suburban,Box Truck,Senior,Overnight,1,167.45,Diesel,26.67,5.02,0.15,7.16,86.21,0.33,0.63,1755.6,3,3
SFO/CMH,ZA5093,1483743,2.26,2023-04-27,3.5,2114.14,105.52,Light Rain,Heavy,1.37,Satisfied,0.32,109.83,508.05,Perishable,7.66,Interstate,Flatbed,Junior,Morning,5,29.63,Diesel,47.23,12.57,0.09,7.19,1029.44,0.16,0.49,1707.28,2,2
SAN/SLC,WZ3779,8449991,3.0,2023-08-26,3.5,103.08,1209.55,Clear,Moderate,3.74,Very Dissatisfied,4.59,105.47,1611.37,Perishable,15.16,Urban,Semi,Junior,Overnight,3,21.72,Gasoline,2.69,3.09,0.77,7.45,48.44,1.34,0.47,1772.39,1,0
DEN/CLT,ZY6147,2270563,2.96,2023-10-02,4.5,2669.05,1218.49,Heavy Rain,Severe,3.64,Satisfied,4.9,164.52,627.73,Perishable,10.04,Urban,Box Truck,Senior,Evening,4,69.51,Gasoline,13.19,5.3,1.26,7.14,1682.8,2.83,0.63,2496.37,0,0
LAS/CLE,EV1412,5011480,1.71,2023-12-17,3.5,2745.16,2788.99,Light Rain,Heavy,4.38,Very Satisfied,0.12,171.73,1952.94,Perishable,14.1,Interstate,Semi,Intermediate,Evening,1,101.85,Diesel,43.56,24.25,1.36,7.49,1283.45,2.37,0.47,3478.3,0,0
LAS/SFO,HQ5533,3908467,3.79,2023-02-12,4.0,513.33,1594.16,Snow,Severe,3.22,Very Satisfied,3.5,153.46,574.71,Standard,3.71,Urban,Box Truck,Junior,Overnight,4,117.53,Diesel,37.71,22.83,0.24,7.82,262.54,0.49,0.51,1051.73,0,0
CMH/STL,KA3017,9961322,9.13,2023-11-26,4.0,495.36,2487.63,Heavy Rain,Moderate,4.36,Satisfied,3.89,63.85,1817.82,Oversized,8.35,Suburban,Flatbed,Intermediate,Morning,1,156.13,Gasoline,32.58,27.86,1.46,6.86,288.83,2.91,0.58,2233.84,2,2
CLT/SFO,FJ3369,4930165,9.19,2023-11-19,4.0,431.64,2630.8,Light Rain,Heavy,1.14,Satisfied,3.6,196.88,1138.69,Fragile,4.41,Suburban,Box Truck,Senior,Afternoon,5,188.51,Gasoline,11.18,21.77,1.82,7.89,218.94,3.63,0.51,1591.09,1,1
LAS/SLC,WS8833,1076436,2.39,2023-05-16,4.0,1846.5,2967.88,Heavy Rain,Heavy,3.54,Satisfied,3.74,119.87,1478.84,Standard,15.95,Urban,Flatbed,Intermediate,Evening,1,80.37,Gasoline,43.97,14.65,1.59,6.28,1176.6,3.18,0.64,2837.11,1,1
BOS/BOS,AU4519,5879741,6.99,2023-06-26,4.0,730.46,1818.48,Heavy Rain,Moderate,2.58,Very Satisfied,4.57,134.71,1600.36,Perishable,11.35,Interstate,Box Truck,Intermediate,Afternoon,5,194.16,Gasoline,14.94,7.98,1.76,7.6,384.26,3.51,0.53,2145.76,1,1
ATL/SFO,IV3002,8803766,4.63,2023-03-18,4.5,1461.56,265.55,Snow,Heavy,2.57,Satisfied,2.79,68.33,1452.78,Standard,17.76,Suburban,Box Truck,Junior,Afternoon,3,182.99,Diesel,15.29,13.11,0.75,7.84,838.39,1.69,0.57,2389.6,1,1
SLC/DFW,ZH9987,3058967,5.28,2023-05-11,3.5,1136.83,538.39,Clear,Severe,1.42,Neutral,2.58,53.38,1296.97,Fragile,9.45,Interstate,Flatbed,Senior,Afternoon,2,146.6,Diesel,7.97,12.71,1.57,6.49,612.93,2.74,0.54,1986.7,1,0
BOI/BOS,RZ3701,9612637,2.16,2023-11-18,4.0,2247.56,1326.72,Light Rain,Moderate,2.57,Very Satisfied,4.91,175.74,795.49,Perishable,17.05,Interstate,Semi,Junior,Afternoon,3,94.75,Diesel,38.95,28.01,0.04,6.06,1483.8,0.07,0.66,2522.06,0,0
DCA/IAH,HC8752,3977330,1.08,2023-09-08,4.0,1077.22,2167.36,Fog,Heavy,3.4,Very Dissatisfied,0.75,192.52,1460.66,Oversized,7.87,Suburban,Flatbed,Junior,Overnight,5,147.3,Diesel,35.33,4.78,0.78,6.31,683.34,1.55,0.63,2378.19,1,1
LAS/MSP,KJ5017,7055342,6.42,2023-03-03,3.5,1676.19,2495.86,Clear,Moderate,2.84,Dissatisfied,4.35,52.2,665.22,Fragile,9.68,Urban,Box Truck,Senior,Evening,3,70.8,Diesel,36.16,12.74,0.27,6.55,895.45,0.47,0.53,1662.24,3,0
CLE/MIA,YF8874,8042742,7.71,2023-08-02,3.5,570.3,1665.82,Heavy Rain,Light,3.42,Very Dissatisfied,3.7,180.17,871.07,Perishable,14.98,Interstate,Flatbed,Junior,Afternoon,5,164.94,Diesel,32.6,28.04,0.6,6.71,297.62,1.06,0.52,1410.56,3,3
DEN/IAH,XL7891,5208905,9.62,2023-09-26,3.5,971.62,579.16,Snow,Heavy,3.82,Very Satisfied,1.74,182.93,602.76,Standard,12.4,Urban,Box Truck,Intermediate,Overnight,2,22.18,Gasoline,9.34,10.58,0.81,7.27,467.7,1.41,0.48,1274.73,1,1
STL/DCA,PF1128,2560893,6.29,2023-09-13,4.0,1137.03,971.51,Snow,Severe,4.92,Dissatisfied,2.68,115.53,1061.95,Standard,16.43,Suburban,Box Truck,Intermediate,Evening,4,80.6,Diesel,35.57,27.13,0.3,6.9,658.73,0.59,0.58,1899.49,0,0
ORD/MSP,BY5093,9470182,8.02,2023-02-12,4.0,896.77,269.52,Light Rain,Light,1.25,Very Dissatisfied,1.77,129.64,677.83,Oversized,8.89,Suburban,Flatbed,Intermediate,Afternoon,3,88.1,Diesel,41.29,25.22,1.7,7.27,493.23,3.41,0.55,1370.63,2,2
ORD/JFK,CN6334,1517157,1.97,2023-10-15,4.0,2410.43,2266.77,Clear,Light,3.91,Very Satisfied,3.18,127.41,1684.06,Oversized,1.43,Urban,Box Truck,Intermediate,Overnight,2,21.43,Diesel,30.21,8.19,1.21,7.9,1220.62,2.42,0.51,3072.91,3,0
DCA/IAH,LZ8214,6784031,7.33,2023-03-07,4.0,872.01,2934.72,Snow,Severe,4.93,Neutral,4.72,97.97,1206.87,Perishable,19.43,Suburban,Semi,Senior,Afternoon,1,145.19,Gasoline,47.31,21.68,0.09,7.4,471.33,0.19,0.54,1845.36,2,2
ORD/LAS,WR7423,6717305,5.72,2023-02-06,4.0,444.91,1003.48,Fog,Moderate,4.38,Neutral,1.54,98.42,1351.07,Oversized,0.94,Interstate,Semi,Senior,Overnight,2,110.56,Gasoline,41.99,28.3,1.56,6.61,269.31,3.13,0.61,1792.22,3,3
JFK/DFW,GG1830,8127769,4.08,2023-10-11,4.5,367.19,1548.09,Light Rain,Heavy,2.36,Very Satisfied,4.48,147.37,983.98,Standard,15.9,Suburban,Semi,Senior,Morning,3,64.91,Diesel,14.56,9.96,1.66,7.69,214.87,3.73,0.59,1374.47,2,2
JFK/DEN,DL1614,2185540,7.64,2023-05-02,3.5,2761.42,995.85,Fog,Heavy,4.43,Very Satisfied,4.87,136.9,1327.73,Standard,3.36,Suburban,Flatbed,Junior,Evening,2,161.97,Gasoline,48.76,18.04,1.04,6.58,1468.4,1.83,0.53,3001.65,0,0
STL/ORD,QG8567,5690736,9.87,2023-05-25,3.5,1402.18,608.47,Fog,Light,2.79,Very Satisfied,3.9,165.87,1696.08,Perishable,14.05,Interstate,Box Truck,Intermediate,Morning,4,58.18,Diesel,6.63,7.55,1.28,6.71,731.36,2.23,0.52,2609.73,0,0
SAN/IAH,LS2974,1397372,2.17,2023-12-10,3.5,2024.17,1627.83,Fog,Severe,1.07,Satisfied,2.83,185.56,855.17,Perishable,2.65,Suburban,Flatbed,Senior,Afternoon,2,161.42,Gasoline,49.91,3.11,0.29,6.06,1168.75,0.51,0.58,2263.02,3,3
DTW/DCA,KL3321,7525314,1.85,2023-10-21,3.5,686.57,219.5,Snow,Moderate,2.98,Dissatisfied,4.19,65.58,622.49,Oversized,3.36,Suburban,Box Truck,Junior,Overnight,5,175.58,Diesel,9.82,3.32,1.87,6.34,379.02,3.27,0.55,1083.5,3,3
DCA/MCO,YS3077,2907210,9.34,2023-08-17,4.5,2721.77,1747.82,Heavy Rain,Severe,3.87,Satisfied,2.95,126.54,1998.55,Oversized,10.6,Urban,Box Truck,Intermediate,Evening,2,152.17,Diesel,48.97,29.21,0.86,7.21,1698.97,1.93,0.62,3904.17,3,3
STL/MSP,OX6279,3493506,8.13,2023-06-22,4.0,2852.65,2023.47,Light Rain,Light,2.13,Neutral,3.96,105.48,1548.36,Fragile,9.55,Urban,Semi,Senior,Evening,5,186.16,Diesel,13.76,17.86,1.94,7.5,1522.17,3.89,0.53,3211.51,0,0
CLE/MSP,GV5064,4252275,9.24,2023-02-14,4.5,2362.01,934.97,Light Rain,Light,4.15,Satisfied,2.34,198.8,973.87,Standard,7.67,Interstate,Box Truck,Intermediate,Afternoon,5,79.75,Diesel,34.93,18.14,1.01,7.87,1350.44,2.28,0.57,2578.45,2,2
PHX/BNA,DG5986,9186106,6.48,2023-05-28,3.5,952.75,1787.63,Clear,Heavy,1.34,Very Satisfied,3.44,53.69,721.6,Fragile,9.04,Urban,Box Truck,Junior,Afternoon,1,154.66,Gasoline,27.96,0.94,1.49,6.68,499.08,2.6,0.52,1305.87,2,0
ORD/STL,CY2409,4709825,6.48,2023-01-13,3.5,1374.48,2180.0,Clear,Heavy,4.14,Very Dissatisfied,4.14,143.4,1554.94,Oversized,3.69,Urban,Box Truck,Senior,Overnight,2,44.04,Gasoline,24.4,11.53,0.46,6.81,706.7,0.81,0.51,2441.78,2,0
DFW/BOS,SZ3411,1312358,2.65,2023-07-03,4.5,1806.36,453.62,Heavy Rain,Light,3.38,Dissatisfied,1.24,157.62,1869.03,Perishable,0.87,Suburban,Box Truck,Junior,Evening,5,138.37,Diesel,43.92,19.15,1.16,7.69,1056.41,2.6,0.58,3148.73,2,2
DEN/BOS,JO5089,6366890,1.49,2023-11-16,4.0,1081.64,567.39,Snow,Light,4.45,Very Satisfied,2.53,106.48,1042.81,Fragile,16.27,Suburban,Semi,Junior,Overnight,1,107.3,Gasoline,26.68,27.93,0.12,7.01,617.16,0.25,0.57,1821.31,2,2
STL/SFO,VX6961,3587936,4.13,2023-09-05,4.5,762.18,2777.6,Heavy Rain,Moderate,1.61,Neutral,3.5,127.91,774.62,Fragile,3.12,Interstate,Box Truck,Junior,Morning,4,163.91,Diesel,29.57,3.29,1.97,6.71,511.19,4.43,0.67,1451.02,0,0
STL/SAN,GI2649,7360460,2.04,2023-01-05,3.5,1656.92,1429.13,Clear,Light,3.59,Very Dissatisfied,4.58,148.55,653.36,Perishable,16.68,Urban,Box Truck,Junior,Afternoon,4,54.65,Gasoline,35.69,22.41,1.03,6.25,928.27,1.8,0.56,1790.08,1,0
SFO/DFW,DQ5604,2584429,3.0,2023-05-22,3.5,1171.46,1873.11,Snow,Severe,1.65,Very Satisfied,2.19,64.18,1812.99,Fragile,8.77,Urban,Flatbed,Junior,Overnight,5,168.66,Gasoline,31.81,20.77,0.34,7.48,547.95,0.6,0.47,2478.3,0,0
BOS/LAX,MF4660,4860564,6.08,2023-09-22,3.5,135.24,1241.21,Heavy Rain,Moderate,3.61,Satisfied,1.77,181.25,1320.02,Standard,5.98,Interstate,Box Truck,Senior,Evening,1,197.1,Gasoline,14.12,1.8,1.28,7.81,60.59,2.25,0.45,1580.03,1,1
CMH/BOI,ME1999,4889659,4.66,2023-09-02,3.5,630.3,2744.17,Light Rain,Light,3.81,Neutral,1.17,112.28,1467.26,Standard,1.71,Urban,Flatbed,Junior,Morning,1,109.47,Gasoline,11.26,12.8,1.05,6.35,347.4,1.84,0.55,1952.85,3,3
DEN/DFW,PG5372,2384569,5.54,2023-06-21,4.0,2754.94,2636.89,Fog,Heavy,1.52,Very Satisfied,2.78,114.4,1906.49,Perishable,5.52,Urban,Flatbed,Senior,Morning,1,52.39,Diesel,25.37,16.69,1.39,6.42,1715.51,2.79,0.62,3781.24,2,2
ORD/MSP,NS3527,4071351,8.86,2023-07-08,3.5,178.23,1228.89,Clear,Heavy,1.3,Neutral,0.28,145.87,663.49,Standard,3.55,Suburban,Semi,Intermediate,Afternoon,1,82.07,Diesel,41.92,10.41,0.43,7.49,83.33,0.76,0.47,945.77,1,0
LAX/BOS,DE5478,7544849,5.36,2023-05-05,3.5,2144.7,2475.28,Heavy Rain,Heavy,4.9,Very Satisfied,1.12,56.42,1125.67,Fragile,1.98,Suburban,Semi,Junior,Morning,2,27.86,Gasoline,33.61,29.29,0.71,7.99,939.75,1.25,0.44,2185.99,3,3
JFK/CMH,AI5668,3465963,6.0,2023-05-29,4.0,1526.09,2861.82,Clear,Severe,1.84,Very Satisfied,0.03,181.15,1154.24,Oversized,19.21,Interstate,Box Truck,Junior,Afternoon,2,135.55,Diesel,28.42,23.65,1.8,6.64,919.16,3.6,0.6,2310.23,2,0
LAS/MIA,TF9809,6539818,2.29,2023-04-06,4.0,2457.88,2109.77,Clear,Heavy,2.89,Very Satisfied,4.36,189.59,1057.09,Fragile,11.53,Urban,Box Truck,Senior,Overnight,3,83.21,Gasoline,8.75,27.08,0.54,7.6,1293.51,1.09,0.53,2577.11,2,0
ORD/CLE,OA1606,8029441,9.19,2023-06-04,4.5,1296.82,307.84,Snow,Light,1.18,Satisfied,2.36,62.52,751.96,Fragile,19.94,Suburban,Flatbed,Intermediate,Overnight,2,187.23,Gasoline,45.24,29.34,1.13,7.61,767.05,2.54,0.59,1658.65,3,3
DFW/CMH,FL3960,9620903,4.24,2023-02-10,4.0,2824.58,395.67,Light Rain,Heavy,2.71,Dissatisfied,2.13,71.12,1719.51,Oversized,18.14,Interstate,Flatbed,Junior,Evening,2,178.16,Gasoline,13.87,6.09,1.3,6.69,1687.95,2.6,0.6,3501.13,0,0
ATL/ORD,QM1218,6972890,9.92,2023-09-15,3.5,1453.17,585.79,Snow,Severe,4.28,Very Satisfied,2.55,142.23,847.68,Oversized,16.67,Urban,Semi,Junior,Morning,5,48.67,Diesel,27.59,25.06,0.98,6.02,844.23,1.72,0.58,1888.5,3,3
LAX/DCA,NW9664,1392614,7.58,2023-08-09,4.5,2007.97,1385.75,Snow,Heavy,4.66,Neutral,3.79,120.03,717.46,Oversized,15.18,Urban,Flatbed,Intermediate,Overnight,2,24.42,Gasoline,9.35,20.14,1.35,7.91,1141.68,3.05,0.57,2011.69,0,0
MCO/LAX,BC5578,5424708,2.36,2023-12-21,4.5,453.01,867.45,Snow,Light,2.05,Neutral,1.45,122.32,984.84,Standard,18.93,Urban,Box Truck,Junior,Evening,5,86.87,Diesel,1.32,12.67,0.56,6.83,298.36,1.27,0.66,1420.78,0,0
BOS/IAH,NG2935,2913873,8.24,2023-05-22,3.5,2841.04,606.66,Heavy Rain,Heavy,3.53,Satisfied,3.4,79.09,1141.66,Standard,0.7,Interstate,Box Truck,Junior,Evening,1,151.96,Gasoline,11.39,2.77,1.01,7.63,1302.81,1.77,0.46,2539.5,0,0
ORD/DCA,GU4622,3698904,3.56,2023-02-04,3.5,1175.74,2272.84,Light Rain,Moderate,2.63,Very Satisfied,3.45,199.64,1644.97,Fragile,11.18,Urban,Flatbed,Intermediate,Morning,3,163.69,Gasoline,7.67,16.08,1.39,7.78,529.26,2.42,0.45,2400.04,3,3
SAN/CMH,ME4057,6251524,8.3,2023-08-10,4.5,735.24,641.37,Clear,Severe,2.53,Very Dissatisfied,0.13,163.83,1945.66,Fragile,7.41,Suburban,Semi,Senior,Afternoon,4,89.9,Gasoline,46.17,25.6,1.51,6.24,530.15,3.4,0.72,2714.81,0,0
